,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
2729,2,75.0,20.0,71.0,70.0,56.0,65.0,64.0,70.0,46.0,68.0,64.0,75.0,62.0,65.0,61.0,87.0,70.0,68.0,80.0,68.0,84.0,73.0,36.0,42.0,65.0,67.0,74.0,76.0,75.0,10.0,7.0,9.0,7.0,8.0
498,0,78.0,75.0,53.0,82.0,69.0,84.0,80.0,75.0,74.0,85.0,79.0,76.0,85.0,78.0,85.0,70.0,36.0,74.0,53.0,75.0,48.0,26.0,80.0,78.0,77.0,78.0,54.0,36.0,32.0,15.0,5.0,14.0,13.0,7.0
7766,0,41.0,67.0,69.0,62.0,64.0,64.0,52.0,35.0,55.0,66.0,53.0,70.0,63.0,62.0,48.0,71.0,67.0,65.0,78.0,70.0,30.0,33.0,62.0,55.0,65.0,67.0,23.0,38.0,17.0,14.0,14.0,13.0,11.0,6.0
14113,0,59.0,58.0,54.0,58.0,46.0,58.0,60.0,61.0,56.0,55.0,74.0,79.0,84.0,61.0,71.0,61.0,84.0,59.0,66.0,55.0,64.0,23.0,58.0,54.0,44.0,61.0,21.0,28.0,25.0,15.0,16.0,8.0,15.0,8.0
17611,0,25.0,57.0,42.0,40.0,38.0,62.0,37.0,26.0,31.0,52.0,73.0,78.0,60.0,53.0,80.0,48.0,62.0,55.0,43.0,49.0,30.0,11.0,42.0,43.0,64.0,47.0,33.0,15.0,16.0,13.0,6.0,5.0,5.0,6.0
15358,1,52.0,42.0,43.0,60.0,39.0,71.0,52.0,44.0,51.0,67.0,69.0,67.0,78.0,46.0,82.0,50.0,54.0,42.0,32.0,40.0,30.0,26.0,53.0,55.0,45.0,48.0,49.0,27.0,22.0,5.0,13.0,7.0,7.0,8.0
13920,2,61.0,31.0,56.0,57.0,56.0,58.0,56.0,54.0,57.0,62.0,76.0,74.0,72.0,57.0,71.0,67.0,60.0,68.0,66.0,38.0,44.0,58.0,43.0,48.0,47.0,57.0,60.0,59.0,57.0,9.0,15.0,10.0,16.0,13.0
13718,0,32.0,61.0,65.0,51.0,42.0,58.0,37.0,31.0,30.0,60.0,68.0,69.0,58.0,53.0,53.0,60.0,51.0,59.0,67.0,58.0,39.0,12.0,63.0,48.0,59.0,58.0,19.0,14.0,15.0,13.0,5.0,13.0,10.0,14.0
3038,1,67.0,57.0,43.0,78.0,71.0,78.0,76.0,78.0,70.0,75.0,68.0,67.0,70.0,63.0,86.0,72.0,61.0,41.0,43.0,68.0,66.0,39.0,69.0,78.0,69.0,81.0,38.0,34.0,57.0,15.0,14.0,7.0,7.0,12.0
7604,1,58.0,58.0,38.0,69.0,51.0,70.0,63.0,60.0,59.0,66.0,83.0,81.0,84.0,62.0,88.0,70.0,73.0,77.0,62.0,64.0,72.0,50.0,64.0,63.0,55.0,63.0,31.0,46.0,42.0,10.0,11.0,10.0,7.0,15.0
16980,1,39.0,30.0,45.0,57.0,33.0,60.0,31.0,35.0,53.0,65.0,62.0,61.0,58.0,60.0,78.0,56.0,62.0,62.0,56.0,58.0,51.0,54.0,28.0,47.0,40.0,53.0,52.0,56.0,53.0,12.0,8.0,10.0,12.0,11.0
12996,1,56.0,60.0,38.0,70.0,39.0,63.0,55.0,44.0,66.0,63.0,74.0,71.0,68.0,53.0,70.0,58.0,62.0,64.0,60.0,54.0,46.0,29.0,45.0,60.0,60.0,55.0,55.0,36.0,49.0,14.0,11.0,14.0,15.0,14.0
2945,1,43.0,32.0,53.0,73.0,33.0,57.0,42.0,36.0,65.0,69.0,69.0,50.0,71.0,72.0,73.0,63.0,67.0,92.0,64.0,60.0,80.0,72.0,64.0,61.0,44.0,65.0,73.0,71.0,66.0,7.0,8.0,16.0,11.0,8.0
17818,0,29.0,54.0,49.0,52.0,35.0,49.0,37.0,27.0,26.0,52.0,74.0,69.0,53.0,46.0,87.0,50.0,59.0,58.0,39.0,48.0,26.0,18.0,48.0,44.0,55.0,40.0,21.0,15.0,18.0,12.0,6.0,6.0,10.0,7.0
7078,1,64.0,63.0,50.0,69.0,65.0,65.0,67.0,69.0,66.0,68.0,72.0,67.0,73.0,60.0,87.0,69.0,83.0,57.0,49.0,67.0,40.0,40.0,65.0,71.0,61.0,63.0,63.0,57.0,50.0,15.0,6.0,12.0,15.0,14.0
7878,1,66.0,60.0,61.0,67.0,55.0,73.0,65.0,63.0,64.0,68.0,70.0,74.0,74.0,65.0,69.0,65.0,68.0,68.0,61.0,65.0,57.0,54.0,62.0,67.0,69.0,70.0,62.0,62.0,62.0,12.0,13.0,14.0,11.0,10.0
6944,2,27.0,27.0,67.0,40.0,29.0,29.0,25.0,27.0,33.0,60.0,51.0,52.0,43.0,70.0,55.0,37.0,78.0,67.0,78.0,23.0,71.0,67.0,23.0,33.0,38.0,58.0,60.0,75.0,68.0,16.0,9.0,8.0,12.0,10.0
1141,1,74.0,54.0,58.0,78.0,77.0,77.0,74.0,69.0,76.0,78.0,78.0,74.0,78.0,75.0,81.0,76.0,90.0,88.0,67.0,73.0,86.0,73.0,73.0,76.0,69.0,77.0,69.0,72.0,76.0,13.0,11.0,8.0,9.0,6.0
3436,1,62.0,72.0,71.0,70.0,65.0,76.0,63.0,45.0,62.0,76.0,75.0,77.0,82.0,71.0,84.0,71.0,92.0,73.0,48.0,71.0,74.0,37.0,70.0,65.0,59.0,70.0,21.0,19.0,20.0,11.0,7.0,15.0,15.0,11.0
10359,1,56.0,56.0,41.0,72.0,46.0,66.0,59.0,61.0,63.0,68.0,64.0,57.0,58.0,60.0,75.0,70.0,71.0,75.0,64.0,68.0,54.0,62.0,63.0,52.0,55.0,63.0,42.0,62.0,54.0,13.0,15.0,15.0,13.0,6.0
6170,0,63.0,68.0,75.0,50.0,71.0,67.0,54.0,43.0,48.0,61.0,62.0,69.0,65.0,67.0,55.0,76.0,67.0,66.0,75.0,61.0,66.0,44.0,66.0,55.0,61.0,59.0,38.0,41.0,43.0,12.0,11.0,16.0,13.0,8.0
777,2,74.0,42.0,74.0,73.0,36.0,68.0,52.0,34.0,63.0,70.0,74.0,79.0,66.0,74.0,73.0,60.0,77.0,77.0,76.0,41.0,80.0,75.0,60.0,58.0,46.0,73.0,77.0,81.0,86.0,9.0,15.0,11.0,6.0,10.0
17215,2,42.0,41.0,65.0,45.0,26.0,50.0,30.0,32.0,35.0,40.0,65.0,55.0,58.0,49.0,42.0,29.0,61.0,56.0,76.0,26.0,48.0,54.0,46.0,36.0,33.0,36.0,51.0,58.0,64.0,11.0,9.0,9.0,12.0,12.0
13891,1,62.0,54.0,39.0,63.0,47.0,66.0,58.0,43.0,57.0,64.0,82.0,76.0,79.0,46.0,85.0,68.0,63.0,45.0,31.0,53.0,38.0,39.0,48.0,54.0,54.0,46.0,42.0,47.0,38.0,10.0,13.0,13.0,8.0,13.0
12776,1,59.0,66.0,27.0,68.0,52.0,58.0,62.0,55.0,60.0,65.0,64.0,69.0,64.0,59.0,59.0,61.0,54.0,69.0,66.0,67.0,50.0,38.0,45.0,61.0,47.0,57.0,36.0,52.0,44.0,10.0,13.0,7.0,8.0,10.0
3615,1,62.0,71.0,76.0,61.0,58.0,72.0,48.0,36.0,65.0,72.0,80.0,83.0,72.0,72.0,65.0,72.0,63.0,74.0,74.0,43.0,31.0,14.0,74.0,69.0,66.0,63.0,25.0,21.0,22.0,11.0,11.0,16.0,7.0,7.0
17043,3,17.0,13.0,15.0,27.0,16.0,17.0,11.0,19.0,17.0,16.0,46.0,46.0,30.0,60.0,65.0,20.0,56.0,54.0,55.0,11.0,24.0,17.0,17.0,11.0,23.0,24.0,12.0,19.0,17.0,56.0,53.0,55.0,53.0,52.0
9575,2,66.0,27.0,47.0,58.0,35.0,52.0,59.0,44.0,60.0,53.0,70.0,73.0,75.0,61.0,61.0,65.0,87.0,73.0,72.0,38.0,78.0,63.0,52.0,43.0,49.0,48.0,62.0,66.0,70.0,15.0,16.0,12.0,10.0,13.0
266,3,17.0,10.0,12.0,47.0,19.0,12.0,10.0,10.0,33.0,32.0,54.0,50.0,48.0,78.0,50.0,35.0,71.0,40.0,67.0,15.0,25.0,25.0,11.0,60.0,21.0,61.0,18.0,12.0,11.0,80.0,83.0,75.0,81.0,80.0
4988,1,68.0,59.0,48.0,72.0,67.0,73.0,65.0,73.0,66.0,71.0,51.0,55.0,63.0,68.0,64.0,54.0,49.0,47.0,46.0,65.0,63.0,48.0,68.0,76.0,71.0,71.0,10.0,47.0,44.0,11.0,10.0,10.0,12.0,14.0
1296,0,69.0,78.0,57.0,67.0,69.0,83.0,58.0,45.0,63.0,76.0,90.0,90.0,91.0,69.0,81.0,71.0,91.0,70.0,44.0,73.0,53.0,18.0,70.0,67.0,65.0,70.0,37.0,38.0,25.0,12.0,9.0,9.0,6.0,11.0
14748,1,65.0,52.0,47.0,64.0,59.0,61.0,52.0,39.0,61.0,62.0,34.0,48.0,61.0,69.0,61.0,62.0,56.0,50.0,62.0,60.0,48.0,23.0,67.0,65.0,55.0,68.0,34.0,56.0,53.0,13.0,6.0,9.0,10.0,8.0
18146,1,46.0,38.0,40.0,49.0,41.0,46.0,38.0,36.0,48.0,41.0,66.0,60.0,67.0,50.0,67.0,47.0,57.0,54.0,56.0,38.0,54.0,35.0,45.0,47.0,44.0,40.0,35.0,42.0,44.0,12.0,12.0,8.0,12.0,14.0
7504,1,60.0,67.0,62.0,69.0,51.0,58.0,64.0,68.0,66.0,67.0,57.0,55.0,73.0,69.0,56.0,72.0,73.0,77.0,75.0,72.0,68.0,69.0,64.0,64.0,62.0,67.0,63.0,65.0,63.0,7.0,10.0,15.0,8.0,8.0
12021,2,63.0,41.0,63.0,64.0,49.0,62.0,63.0,37.0,61.0,64.0,46.0,42.0,53.0,66.0,64.0,47.0,70.0,69.0,69.0,39.0,75.0,65.0,52.0,57.0,55.0,69.0,66.0,69.0,65.0,15.0,7.0,8.0,8.0,10.0
4375,2,42.0,19.0,72.0,67.0,18.0,22.0,29.0,44.0,54.0,52.0,61.0,66.0,41.0,67.0,33.0,44.0,47.0,69.0,81.0,19.0,52.0,73.0,24.0,49.0,53.0,70.0,70.0,76.0,69.0,12.0,13.0,15.0,12.0,7.0
9381,2,38.0,27.0,67.0,61.0,30.0,43.0,39.0,26.0,62.0,60.0,43.0,47.0,53.0,60.0,55.0,53.0,67.0,64.0,72.0,28.0,65.0,61.0,37.0,37.0,32.0,56.0,67.0,65.0,64.0,10.0,8.0,12.0,11.0,6.0
2201,2,64.0,53.0,66.0,70.0,47.0,73.0,53.0,59.0,68.0,72.0,86.0,85.0,77.0,71.0,79.0,74.0,74.0,85.0,74.0,69.0,87.0,70.0,69.0,62.0,72.0,61.0,60.0,72.0,74.0,7.0,10.0,14.0,9.0,11.0
6143,0,52.0,68.0,56.0,61.0,52.0,69.0,45.0,51.0,46.0,69.0,89.0,87.0,87.0,67.0,84.0,66.0,65.0,69.0,75.0,56.0,42.0,33.0,70.0,61.0,61.0,64.0,26.0,33.0,21.0,15.0,15.0,8.0,14.0,12.0
14764,1,40.0,55.0,45.0,65.0,42.0,62.0,44.0,63.0,55.0,63.0,48.0,56.0,56.0,43.0,56.0,52.0,49.0,62.0,71.0,59.0,51.0,36.0,55.0,62.0,42.0,52.0,40.0,50.0,46.0,13.0,7.0,6.0,8.0,9.0
5324,2,32.0,23.0,69.0,69.0,28.0,56.0,21.0,26.0,72.0,61.0,61.0,68.0,61.0,66.0,60.0,50.0,75.0,65.0,75.0,31.0,69.0,68.0,31.0,59.0,37.0,60.0,69.0,70.0,68.0,13.0,10.0,10.0,9.0,10.0
1336,0,69.0,75.0,61.0,77.0,72.0,75.0,70.0,57.0,69.0,75.0,75.0,76.0,73.0,76.0,61.0,75.0,73.0,75.0,64.0,73.0,76.0,42.0,79.0,75.0,72.0,72.0,30.0,44.0,28.0,14.0,16.0,7.0,11.0,12.0
15992,3,10.0,8.0,14.0,21.0,6.0,13.0,12.0,11.0,23.0,16.0,30.0,29.0,28.0,50.0,43.0,17.0,56.0,20.0,46.0,9.0,24.0,12.0,7.0,34.0,11.0,41.0,14.0,14.0,12.0,60.0,55.0,57.0,52.0,63.0
8908,3,18.0,10.0,12.0,29.0,11.0,9.0,12.0,15.0,23.0,18.0,39.0,45.0,27.0,66.0,21.0,16.0,62.0,35.0,82.0,10.0,39.0,24.0,15.0,21.0,18.0,38.0,11.0,17.0,14.0,67.0,64.0,65.0,66.0,64.0
16343,3,13.0,6.0,14.0,20.0,6.0,12.0,13.0,12.0,28.0,17.0,23.0,21.0,39.0,46.0,28.0,20.0,58.0,21.0,38.0,6.0,19.0,8.0,6.0,26.0,15.0,49.0,28.0,9.0,12.0,55.0,58.0,47.0,52.0,66.0
17865,1,43.0,38.0,42.0,58.0,34.0,53.0,41.0,39.0,52.0,52.0,68.0,67.0,67.0,47.0,74.0,47.0,61.0,65.0,50.0,40.0,51.0,44.0,53.0,43.0,35.0,42.0,44.0,40.0,48.0,10.0,11.0,14.0,13.0,10.0
6379,2,73.0,56.0,72.0,63.0,42.0,68.0,70.0,72.0,63.0,70.0,75.0,76.0,71.0,71.0,76.0,62.0,70.0,71.0,72.0,69.0,75.0,48.0,60.0,70.0,45.0,64.0,49.0,46.0,42.0,13.0,13.0,13.0,7.0,7.0
1995,0,63.0,76.0,72.0,70.0,72.0,77.0,79.0,67.0,61.0,74.0,82.0,80.0,82.0,71.0,80.0,75.0,79.0,69.0,68.0,68.0,67.0,35.0,75.0,72.0,66.0,77.0,41.0,33.0,22.0,11.0,14.0,14.0,11.0,8.0
322,2,51.0,36.0,75.0,78.0,40.0,67.0,42.0,27.0,76.0,75.0,72.0,86.0,69.0,81.0,66.0,58.0,78.0,76.0,84.0,45.0,75.0,79.0,33.0,66.0,40.0,76.0,82.0,84.0,80.0,10.0,9.0,13.0,6.0,9.0
12639,2,29.0,25.0,65.0,45.0,20.0,30.0,20.0,21.0,40.0,35.0,39.0,53.0,43.0,55.0,47.0,59.0,63.0,59.0,85.0,18.0,71.0,59.0,28.0,35.0,47.0,62.0,62.0,63.0,58.0,6.0,12.0,8.0,5.0,12.0
15832,0,40.0,58.0,53.0,44.0,49.0,56.0,49.0,52.0,33.0,57.0,72.0,67.0,66.0,55.0,69.0,56.0,60.0,65.0,57.0,54.0,46.0,17.0,63.0,49.0,53.0,58.0,42.0,17.0,18.0,15.0,10.0,7.0,16.0,7.0
5905,2,70.0,20.0,68.0,69.0,26.0,47.0,42.0,41.0,42.0,70.0,63.0,58.0,48.0,69.0,54.0,28.0,64.0,61.0,63.0,21.0,52.0,66.0,42.0,33.0,30.0,51.0,68.0,74.0,72.0,14.0,14.0,12.0,13.0,15.0
12206,2,57.0,59.0,65.0,63.0,37.0,50.0,34.0,40.0,61.0,58.0,69.0,78.0,64.0,56.0,62.0,66.0,75.0,64.0,71.0,55.0,63.0,61.0,58.0,58.0,34.0,54.0,58.0,62.0,59.0,12.0,14.0,12.0,12.0,6.0
12009,2,66.0,48.0,43.0,63.0,42.0,63.0,61.0,47.0,59.0,62.0,77.0,77.0,76.0,57.0,84.0,57.0,80.0,79.0,56.0,48.0,66.0,59.0,57.0,65.0,36.0,56.0,58.0,58.0,57.0,8.0,7.0,8.0,12.0,10.0
11669,1,48.0,54.0,72.0,64.0,51.0,59.0,44.0,48.0,62.0,65.0,63.0,74.0,65.0,68.0,66.0,71.0,72.0,84.0,72.0,66.0,73.0,60.0,63.0,56.0,57.0,60.0,55.0,57.0,50.0,15.0,8.0,10.0,8.0,7.0
1950,2,44.0,46.0,76.0,73.0,43.0,63.0,68.0,76.0,70.0,68.0,45.0,53.0,60.0,71.0,53.0,83.0,55.0,64.0,85.0,60.0,76.0,71.0,41.0,64.0,63.0,74.0,75.0,75.0,75.0,11.0,14.0,6.0,9.0,9.0
3167,0,67.0,74.0,63.0,71.0,69.0,74.0,61.0,62.0,64.0,74.0,84.0,78.0,87.0,75.0,86.0,67.0,72.0,83.0,60.0,72.0,46.0,56.0,77.0,71.0,70.0,65.0,53.0,58.0,54.0,8.0,12.0,13.0,8.0,10.0
11336,0,34.0,64.0,67.0,59.0,54.0,62.0,42.0,44.0,57.0,60.0,53.0,63.0,45.0,62.0,30.0,63.0,54.0,52.0,76.0,46.0,48.0,33.0,65.0,63.0,53.0,60.0,45.0,45.0,17.0,7.0,10.0,14.0,13.0,9.0
12237,2,60.0,27.0,56.0,59.0,16.0,52.0,23.0,18.0,54.0,60.0,77.0,77.0,80.0,63.0,65.0,50.0,84.0,70.0,65.0,36.0,59.0,59.0,35.0,41.0,23.0,43.0,53.0,62.0,59.0,9.0,7.0,16.0,12.0,15.0
14547,1,57.0,54.0,38.0,57.0,53.0,60.0,55.0,57.0,47.0,59.0,74.0,68.0,89.0,61.0,79.0,62.0,73.0,68.0,67.0,55.0,79.0,32.0,62.0,55.0,66.0,55.0,48.0,42.0,38.0,8.0,11.0,16.0,12.0,6.0
14809,0,52.0,57.0,57.0,50.0,49.0,61.0,59.0,50.0,41.0,59.0,71.0,78.0,64.0,58.0,60.0,65.0,61.0,51.0,68.0,52.0,49.0,27.0,53.0,55.0,58.0,51.0,21.0,30.0,27.0,12.0,15.0,13.0,7.0,6.0
5000,0,39.0,76.0,79.0,62.0,58.0,52.0,28.0,32.0,51.0,62.0,64.0,62.0,64.0,65.0,67.0,78.0,78.0,69.0,79.0,66.0,53.0,28.0,70.0,56.0,65.0,60.0,30.0,32.0,23.0,14.0,6.0,13.0,13.0,7.0
15506,3,13.0,14.0,13.0,16.0,19.0,12.0,13.0,20.0,20.0,30.0,26.0,26.0,52.0,60.0,64.0,37.0,62.0,41.0,65.0,13.0,20.0,12.0,13.0,14.0,16.0,41.0,10.0,11.0,11.0,59.0,57.0,55.0,60.0,58.0
15033,1,38.0,38.0,62.0,64.0,28.0,57.0,38.0,35.0,58.0,64.0,62.0,65.0,59.0,49.0,58.0,42.0,62.0,54.0,61.0,38.0,72.0,56.0,42.0,41.0,47.0,42.0,53.0,62.0,61.0,7.0,8.0,8.0,10.0,9.0
3119,1,67.0,72.0,56.0,75.0,65.0,72.0,65.0,59.0,68.0,75.0,71.0,73.0,72.0,67.0,64.0,76.0,55.0,67.0,67.0,74.0,56.0,49.0,68.0,68.0,61.0,67.0,67.0,44.0,42.0,7.0,13.0,8.0,15.0,10.0
7613,3,12.0,15.0,12.0,24.0,8.0,10.0,19.0,16.0,25.0,23.0,42.0,37.0,36.0,64.0,42.0,20.0,55.0,29.0,59.0,12.0,16.0,12.0,13.0,45.0,16.0,51.0,13.0,13.0,20.0,70.0,62.0,59.0,68.0,71.0
3704,0,29.0,73.0,69.0,67.0,70.0,70.0,51.0,36.0,40.0,71.0,66.0,76.0,60.0,61.0,61.0,76.0,68.0,71.0,85.0,68.0,70.0,35.0,66.0,43.0,55.0,65.0,23.0,18.0,13.0,5.0,8.0,10.0,14.0,8.0
2720,2,67.0,37.0,71.0,66.0,40.0,71.0,44.0,50.0,70.0,66.0,68.0,68.0,68.0,66.0,67.0,52.0,75.0,75.0,74.0,56.0,75.0,69.0,34.0,55.0,45.0,73.0,74.0,74.0,75.0,11.0,14.0,15.0,12.0,16.0
368,2,59.0,33.0,80.0,69.0,42.0,63.0,26.0,18.0,66.0,67.0,54.0,55.0,50.0,75.0,41.0,63.0,81.0,68.0,82.0,34.0,87.0,81.0,21.0,56.0,52.0,70.0,77.0,83.0,85.0,14.0,14.0,13.0,10.0,7.0
8107,1,59.0,52.0,62.0,67.0,63.0,68.0,55.0,58.0,65.0,66.0,68.0,63.0,70.0,65.0,65.0,68.0,74.0,71.0,74.0,57.0,71.0,63.0,67.0,67.0,50.0,68.0,55.0,69.0,68.0,10.0,15.0,13.0,13.0,12.0
12788,1,53.0,33.0,45.0,66.0,28.0,57.0,55.0,60.0,63.0,61.0,64.0,66.0,66.0,60.0,69.0,61.0,72.0,69.0,63.0,42.0,60.0,58.0,41.0,59.0,41.0,54.0,58.0,64.0,61.0,5.0,5.0,9.0,7.0,7.0
92,3,12.0,12.0,16.0,32.0,14.0,11.0,16.0,14.0,36.0,22.0,51.0,47.0,55.0,82.0,51.0,15.0,71.0,45.0,65.0,14.0,40.0,15.0,14.0,48.0,18.0,65.0,20.0,13.0,12.0,85.0,81.0,71.0,85.0,87.0
898,1,77.0,66.0,47.0,80.0,66.0,77.0,79.0,73.0,77.0,78.0,70.0,65.0,80.0,77.0,78.0,75.0,73.0,71.0,65.0,73.0,64.0,76.0,73.0,78.0,58.0,81.0,74.0,65.0,68.0,14.0,8.0,13.0,10.0,15.0
14007,0,32.0,61.0,38.0,57.0,51.0,64.0,32.0,29.0,30.0,57.0,85.0,83.0,82.0,59.0,81.0,61.0,60.0,66.0,59.0,57.0,70.0,61.0,59.0,51.0,63.0,49.0,13.0,36.0,32.0,9.0,12.0,7.0,8.0,5.0
12588,2,38.0,27.0,60.0,56.0,22.0,45.0,32.0,28.0,52.0,55.0,73.0,75.0,51.0,56.0,58.0,44.0,71.0,68.0,73.0,22.0,75.0,58.0,24.0,36.0,38.0,54.0,58.0,62.0,56.0,7.0,15.0,13.0,12.0,7.0
15942,1,54.0,58.0,34.0,62.0,43.0,59.0,53.0,46.0,59.0,58.0,64.0,69.0,75.0,54.0,63.0,51.0,58.0,55.0,52.0,48.0,48.0,48.0,47.0,63.0,42.0,48.0,34.0,42.0,37.0,7.0,11.0,8.0,14.0,14.0
11354,2,44.0,24.0,57.0,60.0,20.0,45.0,45.0,52.0,41.0,50.0,65.0,67.0,67.0,56.0,63.0,17.0,63.0,70.0,61.0,40.0,78.0,66.0,33.0,36.0,47.0,47.0,65.0,61.0,67.0,11.0,9.0,15.0,10.0,10.0
8324,0,46.0,67.0,77.0,68.0,67.0,62.0,33.0,29.0,45.0,64.0,32.0,32.0,40.0,73.0,47.0,72.0,82.0,33.0,77.0,61.0,68.0,25.0,74.0,53.0,72.0,66.0,31.0,25.0,26.0,15.0,10.0,9.0,13.0,13.0
4858,0,47.0,69.0,78.0,64.0,65.0,57.0,68.0,53.0,51.0,66.0,50.0,53.0,56.0,70.0,58.0,71.0,88.0,53.0,75.0,71.0,46.0,25.0,78.0,49.0,75.0,68.0,23.0,25.0,27.0,8.0,13.0,16.0,14.0,14.0
5170,0,64.0,69.0,61.0,57.0,61.0,71.0,62.0,56.0,55.0,73.0,78.0,75.0,69.0,67.0,69.0,74.0,73.0,68.0,64.0,68.0,59.0,14.0,68.0,68.0,60.0,64.0,30.0,14.0,24.0,8.0,7.0,13.0,13.0,11.0
3227,2,70.0,43.0,62.0,66.0,43.0,71.0,60.0,35.0,53.0,70.0,79.0,79.0,71.0,68.0,72.0,58.0,72.0,76.0,68.0,53.0,65.0,69.0,50.0,55.0,56.0,64.0,67.0,69.0,72.0,11.0,10.0,10.0,6.0,10.0
18199,1,31.0,31.0,41.0,51.0,26.0,46.0,35.0,31.0,55.0,47.0,60.0,63.0,53.0,46.0,55.0,49.0,57.0,42.0,43.0,30.0,53.0,49.0,35.0,40.0,36.0,40.0,48.0,49.0,49.0,7.0,7.0,9.0,14.0,15.0
13375,2,51.0,28.0,46.0,56.0,31.0,50.0,49.0,40.0,48.0,55.0,83.0,79.0,71.0,64.0,77.0,42.0,76.0,68.0,68.0,33.0,68.0,61.0,40.0,47.0,28.0,51.0,55.0,61.0,60.0,6.0,8.0,8.0,12.0,14.0
729,1,78.0,66.0,44.0,78.0,58.0,79.0,65.0,57.0,74.0,79.0,84.0,79.0,75.0,75.0,70.0,53.0,36.0,78.0,49.0,57.0,53.0,53.0,73.0,72.0,58.0,73.0,58.0,51.0,42.0,14.0,6.0,11.0,5.0,11.0
5404,2,61.0,41.0,51.0,67.0,48.0,65.0,64.0,58.0,56.0,67.0,73.0,67.0,77.0,70.0,80.0,64.0,72.0,64.0,59.0,55.0,78.0,71.0,49.0,53.0,48.0,68.0,69.0,73.0,75.0,7.0,15.0,8.0,10.0,6.0
630,1,74.0,66.0,54.0,84.0,68.0,76.0,70.0,76.0,79.0,79.0,72.0,66.0,76.0,79.0,76.0,76.0,69.0,79.0,68.0,74.0,72.0,76.0,72.0,78.0,78.0,80.0,69.0,76.0,72.0,9.0,10.0,11.0,8.0,9.0
4770,3,12.0,14.0,14.0,26.0,14.0,15.0,13.0,13.0,38.0,20.0,38.0,36.0,39.0,72.0,44.0,25.0,60.0,33.0,64.0,15.0,35.0,9.0,12.0,50.0,21.0,52.0,15.0,19.0,13.0,69.0,71.0,66.0,68.0,69.0
3648,2,30.0,43.0,76.0,63.0,39.0,49.0,45.0,39.0,53.0,58.0,77.0,75.0,65.0,67.0,59.0,55.0,79.0,72.0,76.0,45.0,72.0,69.0,50.0,59.0,46.0,67.0,66.0,74.0,69.0,6.0,9.0,14.0,11.0,10.0
1106,1,69.0,68.0,35.0,75.0,70.0,86.0,71.0,63.0,66.0,86.0,84.0,79.0,89.0,68.0,84.0,71.0,34.0,67.0,40.0,65.0,47.0,19.0,72.0,75.0,69.0,69.0,16.0,40.0,32.0,9.0,16.0,10.0,14.0,7.0
16889,1,46.0,58.0,41.0,52.0,44.0,59.0,40.0,38.0,37.0,57.0,69.0,68.0,67.0,55.0,55.0,54.0,48.0,52.0,56.0,35.0,32.0,26.0,57.0,48.0,56.0,49.0,52.0,24.0,23.0,6.0,10.0,12.0,12.0,12.0
12541,3,17.0,11.0,16.0,19.0,15.0,15.0,15.0,11.0,24.0,14.0,42.0,23.0,37.0,63.0,39.0,23.0,63.0,32.0,58.0,13.0,30.0,14.0,10.0,42.0,11.0,59.0,20.0,13.0,15.0,61.0,65.0,64.0,60.0,61.0
14009,2,60.0,39.0,53.0,50.0,48.0,55.0,47.0,46.0,54.0,51.0,64.0,67.0,47.0,59.0,61.0,67.0,50.0,65.0,70.0,54.0,68.0,62.0,47.0,43.0,51.0,61.0,54.0,64.0,60.0,5.0,7.0,12.0,6.0,11.0
177,3,25.0,11.0,17.0,32.0,18.0,10.0,25.0,19.0,36.0,16.0,34.0,33.0,41.0,79.0,39.0,25.0,71.0,37.0,51.0,14.0,18.0,21.0,15.0,55.0,24.0,63.0,19.0,18.0,16.0,84.0,80.0,76.0,80.0,84.0
6831,2,62.0,39.0,59.0,69.0,48.0,53.0,47.0,37.0,60.0,50.0,72.0,66.0,48.0,70.0,68.0,41.0,64.0,74.0,58.0,56.0,50.0,72.0,42.0,41.0,45.0,59.0,72.0,65.0,68.0,13.0,9.0,8.0,9.0,13.0
14335,2,43.0,29.0,55.0,56.0,26.0,46.0,39.0,32.0,46.0,46.0,67.0,68.0,59.0,49.0,59.0,47.0,59.0,65.0,69.0,31.0,66.0,45.0,31.0,41.0,40.0,52.0,64.0,68.0,67.0,9.0,12.0,11.0,8.0,13.0
17362,1,51.0,52.0,37.0,55.0,44.0,56.0,58.0,36.0,51.0,53.0,74.0,75.0,65.0,37.0,85.0,50.0,39.0,48.0,31.0,31.0,30.0,22.0,45.0,41.0,49.0,44.0,34.0,27.0,25.0,13.0,6.0,6.0,13.0,9.0
10348,2,29.0,18.0,74.0,51.0,24.0,25.0,24.0,28.0,45.0,37.0,43.0,34.0,33.0,51.0,53.0,22.0,60.0,66.0,93.0,17.0,69.0,58.0,23.0,40.0,39.0,57.0,66.0,61.0,64.0,7.0,6.0,8.0,11.0,11.0
